ceai-backend-live  | 2025-12-17T23:09:04.216911423Z [2025-12-18 01:09:04.216][Information]: [QuestionsController.GetAll][0HNHJTM9ERQLA:00000001] Begin
ceai-backend-live  | 2025-12-18T09:32:23.764998918Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.765015149Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.765029435Z [2025-12-18 11:32:23.764][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVHJ:00000001] End (29.446)
ceai-backend-live  | 2025-12-18T09:32:23.765042462Z [2025-12-18 11:32:23.764][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVI6:00000001] End (29.243)
ceai-backend-live  | 2025-12-18T09:32:23.765055295Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.765068499Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.765081812Z [2025-12-18 11:32:23.764][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVM3:00000001] End (24.424)
ceai-backend-live  | 2025-12-18T09:32:23.765094919Z [2025-12-18 11:32:23.764][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVH3:00000001] End (29.534)
ceai-backend-live  | 2025-12-18T09:32:23.765209623Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.765429898Z [2025-12-18 11:32:23.765][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVGT:00000001] End (29.812)
ceai-backend-live  | 2025-12-18T09:32:23.766293740Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.766332218Z [2025-12-18 11:32:23.765][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVIH:00000001] End (28.882)
ceai-backend-live  | 2025-12-18T09:32:23.766347398Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.766383828Z [2025-12-18 11:32:23.765][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVMV:00000001] End (24.226)
ceai-backend-live  | 2025-12-18T09:32:23.770058229Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.770121834Z [2025-12-18 11:32:23.768][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVGQ:00000001] End (29.941)
ceai-backend-live  | 2025-12-18T09:32:23.770139096Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.770153987Z [2025-12-18 11:32:23.769][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVID:00000001] End (28.997)
ceai-backend-live  | 2025-12-18T09:32:23.775512943Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.775566850Z [2025-12-18 11:32:23.773][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVI8:00000001] End (29.260)
ceai-backend-live  | 2025-12-18T09:32:23.775585497Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.775601604Z [2025-12-18 11:32:23.774][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVF6:00000001] End (30.469)
ceai-backend-live  | 2025-12-18T09:32:23.775616931Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.779116001Z [2025-12-18 11:32:23.775][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVJO:00000001] End (25.557)
ceai-backend-live  | 2025-12-18T09:32:23.779136415Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.779151885Z [2025-12-18 11:32:23.776][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVIE:00000001] End (29.7)
ceai-backend-live  | 2025-12-18T09:32:23.780385936Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.780428287Z [2025-12-18 11:32:23.779][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVL0:00000001] End (25.74)
ceai-backend-live  | 2025-12-18T09:32:23.780731463Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.780764553Z [2025-12-18 11:32:23.779][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVF9:00000001] End (30.398)
ceai-backend-live  | 2025-12-18T09:32:23.781614989Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.781702813Z [2025-12-18 11:32:23.781][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVLM:00000001] End (24.773)
ceai-backend-live  | 2025-12-18T09:32:23.782398630Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.782431630Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.782633963Z [2025-12-18 11:32:23.782][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVF4:00000001] End (30.533)
ceai-backend-live  | 2025-12-18T09:32:23.782675220Z [2025-12-18 11:32:23.782][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVGN:00000001] End (29.966)
ceai-backend-live  | 2025-12-18T09:32:23.782818834Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.782985089Z [2025-12-18 11:32:23.782][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVGP:00000001] End (29.957)
ceai-backend-live  | 2025-12-18T09:32:23.785059462Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.785107036Z [2025-12-18 11:32:23.784][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVHC:00000001] End (29.491)
ceai-backend-live  | 2025-12-18T09:32:23.787175231Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.787208047Z [2025-12-18 11:32:23.785][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVKF:00000001] End (25.270)
ceai-backend-live  | 2025-12-18T09:32:23.787997179Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.788046659Z [2025-12-18 11:32:23.786][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVMT:00000001] End (24.236)
ceai-backend-live  | 2025-12-18T09:32:23.788062599Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.788076109Z [2025-12-18 11:32:23.787][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVMJ:00000001] End (24.369)
ceai-backend-live  | 2025-12-18T09:32:23.789762719Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.789800639Z [2025-12-18 11:32:23.788][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVGA:00000001] End (30.128)
ceai-backend-live  | 2025-12-18T09:32:23.789816049Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.789851625Z [2025-12-18 11:32:23.789][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVMB:00000001] End (24.418)
ceai-backend-live  | 2025-12-18T09:32:23.791661551Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.791703711Z [2025-12-18 11:32:23.790][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVGJ:00000001] End (29.970)
ceai-backend-live  | 2025-12-18T09:32:23.791719678Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.791734582Z [2025-12-18 11:32:23.790][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVG2:00000001] End (30.148)
ceai-backend-live  | 2025-12-18T09:32:23.791747772Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.791760825Z [2025-12-18 11:32:23.791][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVHL:00000001] End (29.438)
ceai-backend-live  | 2025-12-18T09:32:23.791773142Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.791786102Z [2025-12-18 11:32:23.791][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVJ7:00000001] End (25.863)
ceai-backend-live  | 2025-12-18T09:32:23.792240615Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.792270931Z [2025-12-18 11:32:23.792][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVMQ:00000001] End (24.279)
ceai-backend-live  | 2025-12-18T09:32:23.795078811Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.795262636Z [2025-12-18 11:32:23.795][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVHM:00000001] End (29.457)
ceai-backend-live  | 2025-12-18T09:32:23.796402446Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.796441500Z [2025-12-18 11:32:23.796][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVHB:00000001] End (29.482)
ceai-backend-live  | 2025-12-18T09:32:23.797748655Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.797803060Z [2025-12-18 11:32:23.796][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVIF:00000001] End (28.982)
ceai-backend-live  | 2025-12-18T09:32:23.797831856Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.797904940Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.797937021Z [2025-12-18 11:32:23.797][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVFA:00000001] End (30.400)
ceai-backend-live  | 2025-12-18T09:32:23.797974531Z [2025-12-18 11:32:23.797][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVMN:00000001] End (24.359)
ceai-backend-live  | 2025-12-18T09:32:23.798457527Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.798495965Z [2025-12-18 11:32:23.798][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVK6:00000001] End (25.340)
ceai-backend-live  | 2025-12-18T09:32:23.799417121Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.799485468Z [2025-12-18 11:32:23.798][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVF1:00000001] End (30.561)
ceai-backend-live  | 2025-12-18T09:32:23.805022033Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.805058956Z [2025-12-18 11:32:23.803][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVG8:00000001] End (30.137)
ceai-backend-live  | 2025-12-18T09:32:23.807016070Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.807053587Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.807069160Z [2025-12-18 11:32:23.805][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVE7:00000001] End (30.888)
ceai-backend-live  | 2025-12-18T09:32:23.807082573Z [2025-12-18 11:32:23.805][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVLJ:00000001] End (24.812)
ceai-backend-live  | 2025-12-18T09:32:23.807095457Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.807129384Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.807142950Z [2025-12-18 11:32:23.806][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVHP:00000001] End (29.414)
ceai-backend-live  | 2025-12-18T09:32:23.807155831Z [2025-12-18 11:32:23.806][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVI0:00000001] End (29.339)
ceai-backend-live  | 2025-12-18T09:32:23.807169211Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.807206108Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.807540563Z [2025-12-18 11:32:23.807][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVFH:00000001] End (30.366)
ceai-backend-live  | 2025-12-18T09:32:23.807585541Z [2025-12-18 11:32:23.807][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVL9:00000001] End (25.64)
ceai-backend-live  | 2025-12-18T09:32:23.809314285Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.809373073Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.809981110Z [2025-12-18 11:32:23.809][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVHF:00000001] End (29.505)
ceai-backend-live  | 2025-12-18T09:32:23.810022670Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.810038470Z [2025-12-18 11:32:23.809][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVEK:00000001] End (30.763)
ceai-backend-live  | 2025-12-18T09:32:23.810052154Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.810065778Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.810079278Z [2025-12-18 11:32:23.809][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVFN:00000001] End (30.244)
ceai-backend-live  | 2025-12-18T09:32:23.810238785Z [2025-12-18 11:32:23.809][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVM5:00000001] End (24.467)
ceai-backend-live  | 2025-12-18T09:32:23.813556382Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.842448570Z [2025-12-18 11:32:23.811][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVI2:00000001] End (29.325)
ceai-backend-live  | 2025-12-18T09:32:23.842479557Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.842494597Z [2025-12-18 11:32:23.812][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVLQ:00000001] End (24.798)
ceai-backend-live  | 2025-12-18T09:32:23.842507870Z [2025-12-18 11:32:23.812][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVHH:00000001] End (29.490)
ceai-backend-live  | 2025-12-18T09:32:23.842536973Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.842554297Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.842594357Z [2025-12-18 11:32:23.814][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVKL:00000001] End (25.163)
ceai-backend-live  | 2025-12-18T09:32:23.842609867Z [2025-12-18 11:32:23.814][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVM6:00000001] End (24.471)
ceai-backend-live  | 2025-12-18T09:32:23.842622874Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.842636318Z [2025-12-18 11:32:23.816][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVE6:00000001] End (30.997)
ceai-backend-live  | 2025-12-18T09:32:23.842649672Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.842663104Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.842677102Z [2025-12-18 11:32:23.816][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVFT:00000001] End (30.193)
ceai-backend-live  | 2025-12-18T09:32:23.842692578Z [2025-12-18 11:32:23.816][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVGV:00000001] End (29.846)
ceai-backend-live  | 2025-12-18T09:32:23.842705438Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.842718884Z [2025-12-18 11:32:23.816][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVLS:00000001] End (24.791)
ceai-backend-live  | 2025-12-18T09:32:23.842735102Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.842749354Z [2025-12-18 11:32:23.817][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVLR:00000001] End (24.800)
ceai-backend-live  | 2025-12-18T09:32:23.842762592Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.842776445Z [2025-12-18 11:32:23.818][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVL3:00000001] End (25.113)
ceai-backend-live  | 2025-12-18T09:32:23.842789705Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:23.842803703Z [2025-12-18 11:32:23.820][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVJH:00000001] End (25.692)
ceai-backend-live  | 2025-12-18T09:32:25.013693294Z exception: An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call. KnownException
ceai-backend-live  | 2025-12-18T09:32:25.013789885Z [2025-12-18 11:32:25.013][Information]: [AnswersController.PostAnswer][0HNHJTM9ERVEH:00000001] End (32.29)
ceai-backend-live  | 2025-12-18T09:32:25.330675918Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:32:25.330741888Z       Event '63153d89bd214a39ab9189c5c78ff04f' queued.
ceai-backend-live  | 2025-12-18T09:32:25.330897219Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:32:25.330936899Z       Event '5a6aa2bde64049019f87d085c57404ba' queued.
ceai-backend-live  | 2025-12-18T09:32:25.347521683Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:32:25.347561224Z       Event 'df3d042b9bdf4329b54d64da7f6fe0b4' queued.
ceai-backend-live  | 2025-12-18T09:32:25.504260519Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:32:25.504329633Z       Event '68ebc5a2e42544ae912f350c75d3d4f7' queued.
ceai-backend-live  | 2025-12-18T09:32:25.546955306Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:32:25.547006073Z       Event '2e9de45efd084f0a91ccb5151a93c083' queued.
ceai-backend-live  | 2025-12-18T09:32:25.553500201Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:32:25.553564571Z       Event 'e617ce25013e42188ac5c477b4235038' queued.
ceai-backend-live  | 2025-12-18T09:32:25.577380047Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:32:25.577419156Z       Event 'ba8d0e7bc8994883b68a2a88b16e2426' queued.
ceai-backend-live  | 2025-12-18T09:32:25.592982442Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:32:25.593044656Z       Event '3a127a84735a408c89404a43667fe882' queued.
ceai-backend-live  | 2025-12-18T09:32:25.609466205Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:32:25.609505688Z       Event '0093c5813058477ab2aaae4917b14625' queued.
ceai-backend-live  | 2025-12-18T09:32:25.619489100Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:32:25.619534962Z       Event '8f0eacac721042ddade31c32ca6af66b' queued.
ceai-backend-live  | 2025-12-18T09:32:25.632593100Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:32:25.632633768Z       Event 'da6601c2a87e4b30990f7dde217b35f0' queued.
ceai-backend-live  | 2025-12-18T09:32:25.637292079Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:32:25.637332004Z       Event '1904b033a34e46afb78149f377b72f49' queued.
ceai-backend-live  | 2025-12-18T09:32:25.650271149Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:32:25.650328773Z       Event '2b9ce26ed5ba4491a37513759c4cbd43' queued.
ceai-backend-live  | 2025-12-18T09:32:25.661877529Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:32:25.661918356Z       Event 'fa96e31375754e44a896f4706d045851' queued.
ceai-backend-live  | 2025-12-18T09:32:25.689474522Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:32:25.689514092Z       Event '73e1ff5843a04dcfbaf3aa286509ecd0' queued.
ceai-backend-live  | 2025-12-18T09:32:25.690347027Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:32:25.690384648Z       Event '320876457adf40d3919ef00ecbcdd8f3' queued.
ceai-backend-live  | 2025-12-18T09:32:25.690980716Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:32:25.691005688Z       Event 'e9c7d547675a476d9b4003b696ea877a' queued.
ceai-backend-live  | 2025-12-18T09:32:25.693387812Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:32:25.693426488Z       Event '95397c07f9744bacb2124a52c8a8cc5d' queued.
ceai-backend-live  | 2025-12-18T09:32:25.695769051Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:32:25.695808425Z       Event '8adb8d720eff44fabe70de233f25178e' queued.
ceai-backend-live  | 2025-12-18T09:32:25.697413256Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:32:25.697451476Z       Event '31a3caa26e0b48209090c13530b994af' queued.
ceai-backend-live  | 2025-12-18T09:32:25.792346175Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:32:25.792386242Z       Event '13423aae40824addb03f4f1e59969a4d' queued.
ceai-backend-live  | 2025-12-18T09:32:25.794759048Z info: Sentry.AspNetCore.SentryMiddleware[0]
ceai-backend-live  | 2025-12-18T09:32:25.794796628Z       Event 'fed18753c85d44acb1859b64e055af50' queued.
